                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8672,                 3.7058,                 4.2459,                0.00333,                0.91429,                0.00733,                0.00234,                 2.5556,                 3.9797,                 4.1589,                  2e-05,                  2e-05,                  2e-05
